data;ds_cardapio;num_refeicao_ru;num_refeicao_rl;num_refeicao_rs;num_refeicoes_planejadas;num_refeicoes_servidas
27/06/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
27/06/2012; -  -  -  -  -  -  -  -  - PRODECAD / QUARTA -  - ;215.00;0.00;0.00;215.000;201.000
28/06/2012;ROLÊ DE CARNE AO MOLHO DE TOMATE -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM INHAME - SALADA DE CHICÓRIA - GELATINA DE LIMÃO - CAFÉ NA MÁQUINA , SUCO DE CAJU - MOLHO VINAGRETE -  - TEMPERO SELF - ALMEIRÃO , CENOURA , DOCE DE ABÓBORA EM CALDA , LEITE INTEGRAL , MANDIOQUINHA , PÃO FRANCÊS DE 20G;8000.00;0.00;0.00;8.000.000;8.031.000
28/06/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
28/06/2012; -  -  -  -  -  -  -  -  - PRODECAD / QUINTA -  - ;215.00;0.00;0.00;215.000;200.000
28/06/2012;COZIDO MISTO -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE RÚCULA - BANANA - CAFÉ NA MÁQUINA , SUCO DE CAJU - MOLHO VINAGRETE -  - TEMPERO SELF - CENOURA , PÃO FRANCÊS DE 20G;3000.00;0.00;0.00;3.000.000;2.180.000
29/06/2012;ROLÊ DE CARNE AO MOLHO INGLÊS -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE ALMEIRÃO - LARANJA - CAFÉ NA MÁQUINA , SUCO DE UVA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1800.00;0.00;0.00;1.800.000;1.532.000
29/06/2012;FRANGO FRITO - CHUCHU REFOGADO - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM VAGEM - SALADA MULTI-COR - BANANA - CAFÉ NA MÁQUINA , SUCO DE UVA - MOLHO VINAGRETE -  - TEMPERO SELF - ALFACE CRESPA , BATATA LISA , CHUCHU , LEITE INTEGRAL , PÃO FRANCÊS DE 20G;8200.00;0.00;0.00;8.200.000;7.387.000
29/06/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
29/06/2012; -  -  -  -  -  -  -  -  - PRODECAD / SEXTA -  - ;215.00;0.00;0.00;215.000;200.000
02/07/2012;FRANGO COM AZEITONA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE CENOURA COM ATUM - MAÇA - CAFÉ NA MÁQUINA , SUCO DE ABACAXI - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1800.00;0.00;0.00;1.800.000;1.689.000
02/07/2012;CARNE PICADA COM LEGUMES -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM CENOURA - SALADA DE REPOLHO - LARANJA - CAFÉ NA MÁQUINA , SUCO DE ABACAXI - MOLHO VINAGRETE -  - TEMPERO SELF - ABÓBORA SECA , CEBOLA , COUVE MANTEIGA , ESCAROLA , LARANJA PERA GRAÚDA (11 DÚZIAS) , LEITE INTEGRAL , PÃO FRANCÊS DE 20G , VAGEM;6500.00;0.00;0.00;6.500.000;6.152.000
02/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
02/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / SEGUNDA -  - ;215.00;0.00;0.00;215.000;74.000
02/07/2012;ISCA DE FRANGO COM PALMITO E BACON , CARNE MOÍDA COM BATATA , BIFE AO MOLHO PRIMAVERA , OVOS MEXIDOS COM PRESUNTO E ERVILHA , ALMÔNDEGA AO MOLHO - MACARRÃO AO SUGO , ABOBRINHA REFOGADA - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS -  - IOGURTE , GELATINA DE CEREJA - SUCO DE MANGA , SUCO DE MARACUJÁ , SUCO DE ACEROLA , SUCO DE TANGERINA , SUCO DE UVA - MOLHO VINAGRETE -  - TEMPERO SELF - DOCE DE GOIABA EM PASTA COM 35G;7500.00;0.00;0.00;7.500.000;7.500.000
03/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
03/07/2012;CARNE PICADA COM MANDIOQUINHA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE CHICÓRIA - BANANA - CAFÉ NA MÁQUINA , SUCO DE MANGA - MOLHO VINAGRETE -  - TEMPERO SELF - CENOURA , PÃO FRANCÊS DE 20G;1800.00;0.00;0.00;1.800.000;1.520.000
03/07/2012;CARNE MOÍDA COM BATATA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM BATATA - SALADA DE CENOURA - IOGURTE - CAFÉ NA MÁQUINA , SUCO DE MANGA - MOLHO VINAGRETE -  - TEMPERO SELF - ALMEIRÃO , CENOURA , LEITE INTEGRAL , PÃO FRANCÊS DE 20G , QUIABO , REPOLHO LISO;6500.00;0.00;0.00;6.500.000;6.344.000
03/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / TERÇA -  - ;160.00;0.00;0.00;160.000;55.000
04/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
04/07/2012;CARNE MOÍDA COM VAGEM - POLENTA AO SUGO - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE ACELGA -  - CAFÉ NA MÁQUINA , SUCO DE MARACUJÁ - MOLHO VINAGRETE -  - TEMPERO SELF - BARRA DE CEREAL DE FRUTAS COM COBERTURA DE CHOCOLATE, C/25G , PÃO FRANCÊS DE 20G;1800.00;0.00;0.00;1.800.000;1.535.000
04/07/2012;ISCA DE FRANGO COM PALMITO E BACON -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM QUIABO - SALADA DE CHICÓRIA COM LARANJA - GELATINA DE CEREJA - CAFÉ NA MÁQUINA , SUCO DE MARACUJÁ - MOLHO VINAGRETE -  - TEMPERO SELF - ALFACE LISA , DOCE DE LEITE CREMOSO COM 50G , LARANJA PERA GRAÚDA (11 DÚZIAS) , LEITE INTEGRAL , PÃO FRANCÊS DE 20G , PEPINO , PIMENTÃO VERMELHO;6500.00;0.00;0.00;6.500.000;6.360.000
04/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / QUARTA -  - ;60.00;0.00;0.00;60.000;60.000
05/07/2012;BIFE AO MOLHO PRIMAVERA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM MANDIOQUINHA - SALADA DE BETERRABA - BANANA - CAFÉ NA MÁQUINA , SUCO DE ACEROLA - MOLHO VINAGRETE -  - TEMPERO SELF - ALMEIRÃO , CEBOLA , COUVE MANTEIGA , ESCAROLA , INHAME , LEITE INTEGRAL , PÃO FRANCÊS DE 20G;6500.00;0.00;0.00;6.500.000;5.706.000
05/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / QUINTA -  - ;60.00;0.00;0.00;60.000;55.000
05/07/2012;FRANGO XADREZ -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE ESCAROLA COM ABACAXI - LARANJA - CAFÉ NA MÁQUINA , SUCO DE ACEROLA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1800.00;0.00;0.00;1.800.000;1.532.000
05/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
06/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
06/07/2012;BIFE À MILANESA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE CENOURA - MAÇA - CAFÉ NA MÁQUINA , SUCO DE TANGERINA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1300.00;0.00;0.00;1.300.000;1.267.000
06/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / SEXTA -  - ;60.00;0.00;0.00;60.000;50.000
06/07/2012;OVOS MEXIDOS COM PRESUNTO E ERVILHA - MACARRÃO AO SUGO - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM ABOBRINHA BRASILEIRA - SALADA DE CHICÓRIA COM RABANETE -  - CAFÉ NA MÁQUINA , SUCO DE TANGERINA - MOLHO VINAGRETE -  - TEMPERO SELF - ALFACE CRESPA , BROCOLIS , CENOURA , DOCE DE GOIABA EM PASTA COM 35G , LEITE INTEGRAL;5500.00;0.00;0.00;5.500.000;4.273.000
10/07/2012;OVOS MEXIDOS COM BACON -  - ARROZ BRANCO , ARROZ INTEGRAL , ARROZ FESTIVO - FEIJÃO - PTS - SALADA DE AGRIÃO -  - CAFÉ NA MÁQUINA , SUCO DE UVA - MOLHO VINAGRETE -  - TEMPERO SELF - IOGURTE SABOR MORANGO , PÃO FRANCÊS DE 20G , RABANETE;1500.00;0.00;0.00;1.500.000;1.521.000
10/07/2012;ALMÔNDEGA AO MOLHO - ABOBRINHA REFOGADA - ARROZ BRANCO - FEIJÃO - PTS COM VAGEM - SALADA DE CHICÓRIA - MAÇA - CAFÉ NA MÁQUINA , SUCO DE UVA - MOLHO VINAGRETE -  - TEMPERO SELF - AGRIÃO , LEITE INTEGRAL , MANDIOCA , PÃO FRANCÊS DE 20G , QUIABO , RABANETE;6300.00;0.00;0.00;6.300.000;6.254.000
10/07/2012;BIFE À PIZZAIOLO , FRANGO COM AZEITONA , PEIXE FRITO , CARNE PICADA COM BATATA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS -  - CURAU - SUCO DE LARANJA , SUCO DE MANGA , SUCO DE CAJU , SUCO DE ACEROLA - MOLHO VINAGRETE -  - TEMPERO SELF - DETERGENTE NEUTRO CONCENTRADO, 500 ML;6000.00;0.00;0.00;6.000.000;6.000.000
10/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
10/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / TERÇA -  - ;60.00;0.00;0.00;60.000;0.010
11/07/2012; -  -  -  -  -  -  -  -  -  -  - ;160.00;0.00;0.00;160.000;0.010
11/07/2012;BIFE À PIZZAIOLO -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM INHAME - SALADA DE ALMEIRÃO - BANANA - CAFÉ NA MÁQUINA , SUCO DE LARANJA - MOLHO VINAGRETE -  - TEMPERO SELF - ABOBRINHA BRASILEIRA , ALFACE CRESPA , BATATA LISA , ESCAROLA , LARANJA PERA GRAÚDA (11 DÚZIAS) , LEITE INTEGRAL , PÃO FRANCÊS DE 20G;5800.00;0.00;0.00;5.800.000;5.718.000
11/07/2012;ALMÔNDEGA AO MOLHO - BATATA COM QUEIJO - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE CHICÓRIA - MAÇA - CAFÉ NA MÁQUINA , SUCO DE LARANJA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1500.00;0.00;0.00;1.500.000;1.617.000
11/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
12/07/2012;FRANGO COM AZEITONA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM ABOBRINHA ITALIANA - SALADA DE BATATA COM VAGEM - CURAU - CAFÉ NA MÁQUINA , SUCO DE MANGA - MOLHO VINAGRETE -  - TEMPERO SELF - ALMEIRÃO , BERINJELA , COUVE MANTEIGA , LEITE INTEGRAL , MANDIOQUINHA , PÃO FRANCÊS DE 20G;5400.00;0.00;0.00;5.400.000;4.821.000
12/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
12/07/2012;BIFE À FRANCESA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE VAGEM - LARANJA - CAFÉ NA MÁQUINA , SUCO DE MANGA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1500.00;0.00;0.00;1.500.000;1.181.000
13/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
13/07/2012;PEIXE FRITO -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM CARÁ - SALADA DE CENOURA - LARANJA - CAFÉ NA MÁQUINA , SUCO DE CAJU - MOLHO VINAGRETE -  - TEMPERO SELF - ALFACE CRESPA , CENOURA , LEITE INTEGRAL , NABO , PÃO FRANCÊS DE 20G;5300.00;0.00;0.00;5.300.000;4.854.000
13/07/2012;FRANGO AO MOLHO DE ESCABECHE - NHOQUE AO SUGO - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE ALFACE LISA - BANANA - CAFÉ NA MÁQUINA , SUCO DE CAJU - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;850.00;0.00;0.00;850.000;859.000
16/07/2012;FRANGO AO MOLHO ESCURO DE CURRY , CARNE MOÍDA COM MILHO VERDE , ROLÊ DE FRANGO AO MOLHO DE TOMATE , LINGUIÇA DE FRANGO FRITA , BIFE À CALIFORNIA - MACARRÃO AO ALHO E ÓLEO , FAROFA FESTIVA - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS -  -  - SUCO DE CAJU , SUCO DE MARACUJÁ , SUCO DE TANGERINA , SUCO DE ABACAXI , SUCO DE MANGA - MOLHO VINAGRETE -  - TEMPERO SELF - DETERGENTE NEUTRO CONCENTRADO, 500 ML , DOCE DE ABÓBORA EM CALDA , LUVA DESCARTÁVEL PLÁSTICA LEITOSA ;7500.00;0.00;0.00;7.500.000;7.500.000
16/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
16/07/2012;CARNE PICADA COM BATATA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM BATATA - SALADA DE ALFACE CRESPA COM RABANETE - MAÇA - CAFÉ NA MÁQUINA , SUCO DE ACEROLA - MOLHO VINAGRETE -  - TEMPERO SELF - ALFACE CRESPA , BATATA LISA , COUVE FLOR , ESCAROLA , LARANJA PERA GRAÚDA (11 DÚZIAS) , LEITE INTEGRAL , PALMITO EM CONSERVA , PÃO FRANCÊS DE 20G;5300.00;0.00;0.00;5.300.000;5.072.000
16/07/2012;MOQUECA DE PEIXE -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE CHUCHU, ABOBRINHA E CENOURA - LARANJA - CAFÉ NA MÁQUINA , SUCO DE ACEROLA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1500.00;0.00;0.00;1.500.000;777.000
17/07/2012;FRANGO AO MOLHO ESCURO DE CURRY -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM CENOURA - SALADA DE CENOURA - LARANJA - CAFÉ NA MÁQUINA , SUCO DE CAJU - MOLHO VINAGRETE -  - TEMPERO SELF - ABÓBORA JAPONESA , ACELGA , ALFACE LISA , COUVE FLOR , LEITE INTEGRAL , PÃO FRANCÊS DE 20G , PIMENTÃO VERDE;5600.00;0.00;0.00;5.600.000;4.869.000
17/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
17/07/2012;CARNE PICADA À ROMANESCA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE ABOBRINHA ITALIANA - GELATINA DE MORANGO - CAFÉ NA MÁQUINA , SUCO DE CAJU - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1500.00;0.00;0.00;1.500.000;895.000
18/07/2012;CARNE MOÍDA COM MILHO VERDE - MACARRÃO AO ALHO E ÓLEO - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM VAGEM - SALADA DE BERINJELA AO VINAGRETE -  - CAFÉ NA MÁQUINA , SUCO DE MARACUJÁ - MOLHO VINAGRETE -  - TEMPERO SELF - ALFACE CRESPA , APRESUNTADO , COUVE MANTEIGA , DOCE DE ABÓBORA EM CALDA , LARANJA PERA GRAÚDA (11 DÚZIAS) , LEITE INTEGRAL , PÃO FRANCÊS DE 20G , QUEIJO MUSSARELA , QUIABO;5100.00;0.00;0.00;5.100.000;4.898.000
18/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
18/07/2012;CARNE ASSADA - FAROFA COM AZEITONA E OVOS - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE MACARRÃO PARAFUSO COM MAÇA - LARANJA - CAFÉ NA MÁQUINA , SUCO DE MARACUJÁ - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1200.00;0.00;0.00;1.200.000;1.119.000
19/07/2012;CARNE MOIDA COM MANDIOCA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE QUIABO - SAGU DE ABACAXI - CAFÉ NA MÁQUINA , SUCO DE TANGERINA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1500.00;0.00;0.00;1.500.000;869.000
19/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
19/07/2012;ISCA DE FRANGO COM MILHO E AZEITONA - FAROFA COM AZEITONA E OVOS - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM MANDIOQUINHA - SALADA DE CENOURA COM RABANETE - BANANA - CAFÉ NA MÁQUINA , SUCO DE TANGERINA - MOLHO VINAGRETE -  - TEMPERO SELF - ALFACE LISA , BATATA LISA , CENOURA , ESCAROLA , LEITE INTEGRAL , PÃO FRANCÊS DE 20G;5000.00;0.00;0.00;5.000.000;4.968.000
20/07/2012;ALMÔNDEGA AO MOLHO - ANGU DE FUBÁ - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM CHUCHU -  - MAÇA - CAFÉ NA MÁQUINA , SUCO DE ABACAXI - MOLHO VINAGRETE -  - TEMPERO SELF - ALFACE CRESPA , ALMEIRÃO , COPA LOMBO EM PEÇAS , ESPINAFRE , LEITE INTEGRAL , MANDIOQUINHA , PÃO FRANCÊS DE 20G , VAGEM;5000.00;0.00;0.00;5.000.000;4.769.000
20/07/2012;ROLÊ DE FRANGO AO MOLHO INGLÊS -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE COUVE FLOR E BRÓCOLIS - BANANA - CAFÉ NA MÁQUINA , SUCO DE ABACAXI - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1100.00;0.00;0.00;1.100.000;654.000
20/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
23/07/2012;COZIDO MISTO , FRANGO COM QUIABO , ROLÊ DE CARNE AO MOLHO DE MANJERICÃO E PARMESSÃO , PERNIL ASSADO , MOQUECA DE PEIXE - VIRADO DE MILHO VERDE - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS -  - GELATINA CREMOSA DE MORANGO - SUCO DE LARANJA , SUCO DE TANGERINA , SUCO DE UVA , SUCO DE MARACUJÁ - MOLHO VINAGRETE -  - TEMPERO SELF - BARRA DE CEREAL DE FRUTAS SECAS E OLEAGINOSAS, C/25G;7500.00;0.00;0.00;7.500.000;7.500.000
23/07/2012;OVOS MEXIDOS COM BACON - CREME DE ESPINAFRE - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE BERINJELA - MELANCIA - CAFÉ NA MÁQUINA , SUCO DE MANGA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1100.00;0.00;0.00;1.100.000;1.407.000
23/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / SEGUNDA -  - ;60.00;0.00;0.00;60.000;60.000
23/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
23/07/2012;BIFE À CALIFORNIA -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM BERINJELA - SALADA DE CENOURA COM ATUM - LARANJA - CAFÉ NA MÁQUINA , SUCO DE MANGA - MOLHO VINAGRETE -  - TEMPERO SELF - ABOBRINHA BRASILEIRA , ALFACE LISA , BERINJELA , CEBOLA , ESCAROLA , LARANJA PERA GRAÚDA (11 DÚZIAS) , LEITE INTEGRAL , PÃO FRANCÊS DE 20G;5000.00;0.00;0.00;5.000.000;5.506.000
24/07/2012;COZIDO MISTO -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM BATATA DOCE - SALADA DE ALFACE LISA - BANANA - CAFÉ NA MÁQUINA , SUCO DE LARANJA - MOLHO VINAGRETE -  - TEMPERO SELF - BATATA DOCE , BETERRABA , COUVE MANTEIGA , LEITE INTEGRAL , PÃO FRANCÊS DE 20G , PIMENTÃO VERDE;5500.00;0.00;0.00;5.500.000;5.479.000
24/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / TERÇA -  - ;60.00;0.00;0.00;60.000;15.000
24/07/2012;BIFE AO CURRY -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE CHICÓRIA -  - CAFÉ NA MÁQUINA , SUCO DE LARANJA - MOLHO VINAGRETE -  - TEMPERO SELF - BANANA NANICA , DOCE DE GOIABA EM PASTA COM 35G , PÃO FRANCÊS DE 20G;1100.00;0.00;0.00;1.100.000;1.449.000
24/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
25/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
25/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / QUARTA -  - ;40.00;0.00;0.00;40.000;40.000
25/07/2012;COZIDO MISTO -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE ALFACE LISA - LARANJA - CAFÉ NA MÁQUINA , SUCO DE UVA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1100.00;0.00;0.00;1.100.000;1.271.000
25/07/2012;FRANGO COM QUIABO -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM QUIABO - SALADA DE ACELGA COM ABACAXI - GELATINA CREMOSA DE MORANGO - CAFÉ NA MÁQUINA , SUCO DE ABACAXI - MOLHO VINAGRETE -  - TEMPERO SELF - ACELGA , CHUCHU , LARANJA PERA GRAÚDA (11 DÚZIAS) , LEITE INTEGRAL , PÃO FRANCÊS DE 20G , PEPINO , QUIABO;5700.00;0.00;0.00;5.700.000;5.256.000
26/07/2012;ROLÊ DE CARNE AO MOLHO DE MANJERICÃO E PARMESSÃO -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM MANDIOCA - SALADA DE PEPINO COM RABANETE - MELANCIA - CAFÉ NA MÁQUINA , SUCO DE TANGERINA - MOLHO VINAGRETE -  - TEMPERO SELF - LEITE INTEGRAL , MANDIOQUINHA , PÃO FRANCÊS DE 20G , VAGEM;5400.00;0.00;0.00;5.400.000;5.465.000
26/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / QUINTA -  - ;160.00;0.00;0.00;160.000;40.000
26/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
26/07/2012;FRANGO ASSADO COM GERGELIM - CHICÓRIA REGOGADA - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE ABOBRINHA BRASILEIRA - MAÇA - CAFÉ NA MÁQUINA , SUCO DE TANGERINA - MOLHO VINAGRETE -  - TEMPERO SELF - ABOBRINHA ITALIANA , PÃO FRANCÊS DE 20G;1500.00;0.00;0.00;1.500.000;1.299.000
27/07/2012;PERNIL ASSADO - VIRADO DE MILHO VERDE - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM ABOBRINHA ITALIANA - SALADA DE CHICÓRIA - LARANJA - CAFÉ NA MÁQUINA , SUCO DE MARACUJÁ - MOLHO VINAGRETE -  - TEMPERO SELF - ABOBRINHA BRASILEIRA , ALFACE LISA , ALMEIRÃO , COUVE MANTEIGA , LEITE INTEGRAL , MANDIOQUINHA , PÃO FRANCÊS DE 20G;5300.00;0.00;0.00;5.300.000;5.528.000
27/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / SEXTA -  - ;160.00;0.00;0.00;160.000;35.000
27/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
27/07/2012;ROLÊ DE CARNE AO MOLHO DE TOMATE -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE REPOLHO - CANJICA - CAFÉ NA MÁQUINA , SUCO DE MARACUJÁ - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;1100.00;0.00;0.00;1.100.000;976.000
30/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
30/07/2012;BIFE AO MOLHO DE MOSTARDA , ALMÔNDEGA AO MOLHO , CARNE PICADA COM ABÓBORA , FRANGO FRITO , ISCA DE CARNE COM VAGEM - BATATA SAUTEE , CHUCHU REFOGADO , POLENTA AO SUGO - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS -  - ARROZ DOCE - SUCO DE ACEROLA , SUCO DE ABACAXI , SUCO DE CAJU , SUCO DE MANGA , SUCO DE MARACUJÁ - MOLHO VINAGRETE -  - TEMPERO SELF - ;7500.00;0.00;0.00;7.500.000;7.500.000
30/07/2012;PERNIL ASSADO -  - ARROZ BRANCO , ARROZ INTEGRAL , ARROZ DE CARRETEIRO SIMPLES - FEIJÃO - PTS - SALADA DE CHICÓRIA - LARANJA - CAFÉ NA MÁQUINA , SUCO DE ACEROLA - MOLHO VINAGRETE -  - TEMPERO SELF - PÃO FRANCÊS DE 20G;2800.00;0.00;0.00;2.800.000;1.776.000
30/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / SEGUNDA -  - ;215.00;0.00;0.00;215.000;50.000
30/07/2012;MOQUECA DE PEIXE -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS COM VAGEM - SALADA DE BETERRABA -  - CAFÉ NA MÁQUINA , SUCO DE ACEROLA - MOLHO VINAGRETE -  - TEMPERO SELF - ALMEIRÃO , BARRA DE CEREAL DE FRUTAS COM COBERTURA DE CHOCOLATE, C/25G , ESCAROLA , FARINHA DE TRIGO , FUBÁ DE MILHO , LARANJA PERA GRAÚDA (11 DÚZIAS) , LEITE INTEGRAL , PÃO FRANCÊS DE 20G , REPOLHO LISO;6800.00;0.00;0.00;6.800.000;5.097.000
31/07/2012;PESCADA À GOMES DE SÁ -  - ARROZ BRANCO , ARROZ INTEGRAL - FEIJÃO - PTS - SALADA DE ALFACE LISA -  - CAFÉ NA MÁQUINA , SUCO DE TANGERINA - MOLHO VINAGRETE -  - TEMPERO SELF - DOCE DE ABÓBORA EM CALDA , FILÉ DE MERLUZA , PÃO FRANCÊS DE 20G;2500.00;0.00;0.00;2.500.000;2.020.000
31/07/2012; -  -  -  -  -  -  -  -  - PRODECAD / TERÇA -  - ;50.00;0.00;0.00;50.000;50.000
31/07/2012; -  -  -  -  -  -  -  -  -  -  - ;1.00;0.00;0.00;1.000;1.000
